Country,Region,Oil Gas,Production source,Upstream Downstream,Reason,Abatement technology,Emissions,Possible Savings,Cost
OEU17,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.7100000381469727
Poland,Europe,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,2.7100000381469727
Poland,Europe,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,2.7100000381469727
United Kingdom,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.7100000381469727
Ukraine,Europe,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.1599999964237213,0.14000000059604645,2.7100000381469727
Canada,North America,Gas,Unconventional gas,Upstream,Vented,Install flares,1.0099999904632568,1.0099999904632568,2.7100000381469727
United States,North America,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,46.83000183105469,39.79999923706055,2.7200000286102295
United States,North America,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,370.67999267578125,315.0799865722656,2.7200000286102295
United States,North America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,31.920000076293945,27.1299991607666,2.7200000286102295
Peru,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,1.2999999523162842,1.2999999523162842,2.7200000286102295
United States,North America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,21.389999389648438,18.18000030517578,2.7200000286102295
Turkmenistan,Russia & Caspian,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,36.439998626708984,36.439998626708984,2.75
Ukraine,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.759999990463257
Germany,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0.009999999776482582,0.009999999776482582,2.759999990463257
Malaysia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with electric motor,0.7599999904632568,0.7599999904632568,2.759999990463257
Poland,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0.009999999776482582,0.009999999776482582,2.759999990463257
Romania,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.759999990463257
France,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.759999990463257
France,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0,0,2.7799999713897705
France,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0,0,2.7799999713897705
Ecuador,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.10000000149011612,0.10000000149011612,2.7799999713897705
France,Europe,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.05000000074505806,0.03999999910593033,2.7799999713897705
China,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with electric motor,245.6199951171875,245.6199951171875,2.7899999618530273
Venezuela,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,41.970001220703125,41.970001220703125,2.809999942779541
Brazil,Latin America,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,2.4800000190734863,2.109999895095825,2.809999942779541
Brazil,Latin America,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,4.03000020980835,3.4200000762939453,2.809999942779541
Colombia,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,2.5299999713897705,2.5299999713897705,2.819999933242798
United Kingdom,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,2.190000057220459,2.190000057220459,2.859999895095825
Argentina,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,13.369999885559082,13.369999885559082,2.859999895095825
Italy,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,10.670000076293945,10.670000076293945,2.859999895095825
Israel,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0,0,2.859999895095825
Romania,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,2.140000104904175,2.140000104904175,2.869999885559082
OEU17,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,12.90999984741211,12.90999984741211,2.869999885559082
OEU7,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.8500000238418579,0.8500000238418579,2.869999885559082
Peru,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,5.670000076293945,4.820000171661377,2.880000114440918
Peru,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.029999999329447746,0.019999999552965164,2.880000114440918
Argentina,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,58.150001525878906,49.41999816894531,2.880000114440918
Argentina,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.12999999523162842,0.10999999940395355,2.880000114440918
Venezuela,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.6100000143051147,0.5199999809265137,2.880000114440918
Bolivia,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.019999999552965164,0.019999999552965164,2.880000114440918
Ecuador,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,0.8799999952316284,0.7400000095367432,2.880000114440918
Cuba,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,1.809999942779541,1.5399999618530273,2.880000114440918
Cuba,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.03999999910593033,0.029999999329447746,2.880000114440918
Venezuela,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,178.13999938964844,151.4199981689453,2.880000114440918
Ecuador,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.05999999865889549,0.05000000074505806,2.880000114440918
Colombia,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,10.729999542236328,9.119999885559082,2.880000114440918
United States,North America,Gas,Unconventional gas,Upstream,Vented,Install plunger,35.79999923706055,35.79999923706055,2.880000114440918
United States,North America,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,3.1500000953674316,3.1500000953674316,2.880000114440918
Netherlands,Europe,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0.019999999552965164,0.019999999552965164,2.880000114440918
Bolivia,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,8.670000076293945,7.369999885559082,2.880000114440918
Colombia,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.05000000074505806,0.03999999910593033,2.880000114440918
Trinidad,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,17,14.449999809265137,2.880000114440918
Trinidad,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.009999999776482582,0.009999999776482582,2.880000114440918
Israel,Europe,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.029999999329447746,0.019999999552965164,2.890000104904175
Israel,Europe,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,4.900000095367432,4.170000076293945,2.890000104904175
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,5.710000038146973,5.710000038146973,2.9000000953674316
United States,North America,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,50.439998626708984,50.439998626708984,2.9100000858306885
United States,North America,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,574.010009765625,574.010009765625,2.9100000858306885
Yemen,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.5,0.5,2.930000066757202
United Arab Emirates,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,47.61000061035156,47.61000061035156,2.930000066757202
Kuwait,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,78.36000061035156,78.36000061035156,2.930000066757202
Saudi Arabia,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,26.90999984741211,26.90999984741211,2.930000066757202
Saudi Arabia,Middle East,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,3.009999990463257,3.009999990463257,2.930000066757202
Bahrain,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,14.65999984741211,14.65999984741211,2.930000066757202
Syria,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,15.729999542236328,15.729999542236328,2.930000066757202
Yemen,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,12.829999923706055,12.829999923706055,2.930000066757202
United Arab Emirates,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,26.469999313354492,26.469999313354492,2.930000066757202
Saudi Arabia,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,141.64999389648438,141.64999389648438,2.930000066757202
Bahrain,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,5.739999771118164,5.739999771118164,2.930000066757202
Syria,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,12.489999771118164,12.489999771118164,2.930000066757202
Qatar,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,7.659999847412109,7.659999847412109,2.930000066757202
Kuwait,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,15.819999694824219,15.819999694824219,2.930000066757202
Oman,Middle East,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,13.399999618530273,13.399999618530273,2.930000066757202
Oman,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,25.989999771118164,25.989999771118164,2.930000066757202
Oman,Middle East,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,40.22999954223633,40.22999954223633,2.930000066757202
France,Europe,Gas,Unconventional gas,Upstream,Vented,Install plunger,0,0,2.940000057220459
France,Europe,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0,0,2.940000057220459
Bolivia,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,2.0399999618530273,2.0399999618530273,2.9600000381469727
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,264.29998779296875,264.29998779296875,2.9700000286102295
Saudi Arabia,Middle East,Gas,Unconventional gas,Upstream,Vented,Install flares,0.029999999329447746,0.029999999329447746,2.9800000190734863
Mexico,North America,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.9800000190734863
India,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install flares,0.029999999329447746,0.029999999329447746,2.9800000190734863
Oman,Middle East,Gas,Unconventional gas,Upstream,Vented,Install flares,0.10999999940395355,0.10999999940395355,2.9800000190734863
ROETE,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.9800000190734863
Russia,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,2.9800000190734863
Australia,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install flares,0.23999999463558197,0.23999999463558197,2.9800000190734863
Peru,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,6.75,6.75,3
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,33.380001068115234,33.380001068115234,3.0199999809265137
China,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install flares,0.699999988079071,0.699999988079071,3.0299999713897705
Norway,Europe,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,1.559999942779541,1.3300000429153442,3.0399999618530273
Norway,Europe,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.7699999809265137,0.6600000262260437,3.0399999618530273
Netherlands,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.25,0.25,3.049999952316284
Indonesia,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.3199999928474426,0.27000001072883606,3.059999942779541
Indonesia,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,5.579999923706055,4.739999771118164,3.059999942779541
Australia,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.9100000262260437,0.7699999809265137,3.0799999237060547
Australia,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,13.25,11.260000228881836,3.0799999237060547
France,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,4.53000020980835,4.53000020980835,3.0899999141693115
Indonesia,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,3.109999895095825
Colombia,Latin America,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0,0,3.109999895095825
Colombia,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,4.5,4.5,3.109999895095825
Venezuela,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,64.56999969482422,64.56999969482422,3.109999895095825
Russia,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,451.760009765625,451.760009765625,3.130000114440918
Russia,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,0.03999999910593033,0.03999999910593033,3.130000114440918
Russia,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,926.5,926.5,3.130000114440918
Qatar,Middle East,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,2.309999942779541,1.9600000381469727,3.1600000858306885
Qatar,Middle East,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,26.770000457763672,22.760000228881836,3.1600000858306885
Poland,Europe,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.03999999910593033,0.029999999329447746,3.1600000858306885
Poland,Europe,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,6.489999771118164,5.519999980926514,3.1600000858306885
Saudi Arabia,Middle East,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,5.230000019073486,4.440000057220459,3.1600000858306885
Oman,Middle East,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.019999999552965164,0.019999999552965164,3.1600000858306885
Oman,Middle East,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0,0,3.1600000858306885
Ukraine,Europe,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.029999999329447746,0.019999999552965164,3.1600000858306885
Iran,Middle East,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,60.459999084472656,51.38999938964844,3.1600000858306885
Argentina,Latin America,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,22.030000686645508,22.030000686645508,3.1600000858306885
Argentina,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,13.260000228881836,13.260000228881836,3.1600000858306885
Saudi Arabia,Middle East,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,4.889999866485596,4.159999847412109,3.1600000858306885
Kuwait,Middle East,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.019999999552965164,0.019999999552965164,3.1600000858306885
Kuwait,Middle East,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.07000000029802322,0.05999999865889549,3.1600000858306885
United Arab Emirates,Middle East,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,3.109999895095825,2.640000104904175,3.1600000858306885
Iran,Middle East,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,5.909999847412109,5.019999980926514,3.1600000858306885
Ukraine,Europe,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,18.270000457763672,15.529999732971191,3.1600000858306885
United Arab Emirates,Middle East,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,2.4100000858306885,2.049999952316284,3.1600000858306885
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace with electric motor,0.05999999865889549,0.05999999865889549,3.1600000858306885
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.029999999329447746,0.029999999329447746,3.1700000762939453
Trinidad,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,3.9100000858306885,3.9100000858306885,3.180000066757202
Tunisia,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,1.7999999523162842,1.7999999523162842,3.190000057220459
Egypt,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,20.520000457763672,20.520000457763672,3.190000057220459
Libya,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,50.08000183105469,50.08000183105469,3.190000057220459
Algeria,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,112.55999755859375,112.55999755859375,3.190000057220459
Egypt,Africa,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,2.6600000858306885,2.6600000858306885,3.190000057220459
Egypt,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,19.15999984741211,19.15999984741211,3.190000057220459
Libya,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,158.6999969482422,158.6999969482422,3.190000057220459
Algeria,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,163.36000061035156,163.36000061035156,3.190000057220459
Tunisia,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,1.1399999856948853,1.1399999856948853,3.190000057220459
Algeria,Africa,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,3.7699999809265137,3.7699999809265137,3.190000057220459
Thailand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with electric motor,3.6700000762939453,3.6700000762939453,3.2100000381469727
Germany,Europe,Gas,Unconventional gas,Upstream,Vented,Install plunger,0.029999999329447746,0.029999999329447746,3.2100000381469727
Germany,Europe,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0.15000000596046448,0.15000000596046448,3.2100000381469727
Ivory Coast,Africa,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.6600000262260437,0.6600000262260437,3.240000009536743
Egypt,Africa,Gas,Unconventional gas,Upstream,Vented,Install flares,0.019999999552965164,0.019999999552965164,3.25
Algeria,Africa,Gas,Unconventional gas,Upstream,Vented,Install flares,0.029999999329447746,0.029999999329447746,3.25
Pakistan,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install flares,0.009999999776482582,0.009999999776482582,3.25
Argentina,Latin America,Gas,Unconventional gas,Upstream,Vented,Install flares,0.25999999046325684,0.25999999046325684,3.25
Canada,North America,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,40.83000183105469,34.709999084472656,3.25
Canada,North America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,12.15999984741211,10.34000015258789,3.25
Colombia,Latin America,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,3.25
Canada,North America,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,1.399999976158142,1.190000057220459,3.25
Canada,North America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,9.710000038146973,8.260000228881836,3.25
Saudi Arabia,Middle East,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,11.720000267028809,11.720000267028809,3.25
United Kingdom,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.029999999329447746,0.029999999329447746,3.259999990463257
United Kingdom,Europe,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0.009999999776482582,0.009999999776482582,3.259999990463257
Italy,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.7099999785423279,0.7099999785423279,3.259999990463257
Mozambique,Africa,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.36000001430511475,0.36000001430511475,3.2699999809265137
Germany,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,9.5,9.5,3.2699999809265137
Brazil,Latin America,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,16.8799991607666,14.350000381469727,3.2699999809265137
Romania,Europe,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0,0,3.2699999809265137
Romania,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,5.320000171661377,5.320000171661377,3.2699999809265137
OEU17,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.8600000143051147,0.8600000143051147,3.2699999809265137
OEU17,Europe,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0.05999999865889549,0.05999999865889549,3.2699999809265137
Oman,Middle East,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,5.460000038146973,5.460000038146973,3.2699999809265137
OEU7,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.2199999988079071,0.2199999988079071,3.2699999809265137
Brazil,Latin America,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.2199999988079071,0.1899999976158142,3.2699999809265137
Bangladesh,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,25.549999237060547,21.719999313354492,3.2799999713897705
Bangladesh,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.019999999552965164,0.009999999776482582,3.2799999713897705
Germany,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,1.4900000095367432,1.2599999904632568,3.2799999713897705
Germany,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.3400000035762787,0.28999999165534973,3.2799999713897705
Algeria,Africa,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,25.3700008392334,25.3700008392334,3.2799999713897705
Thailand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Early replacement of devices,0.25,0.25,3.2799999713897705
Pakistan,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.05999999865889549,0.05000000074505806,3.2799999713897705
Pakistan,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,30.59000015258789,26,3.2799999713897705
Thailand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Early replacement of devices,0.10999999940395355,0.10999999940395355,3.2799999713897705
Germany,Europe,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.05000000074505806,0.03999999910593033,3.2799999713897705
Bolivia,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,16.43000030517578,16.43000030517578,3.2899999618530273
Japan,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with electric motor,0.46000000834465027,0.46000000834465027,3.299999952316284
United Arab Emirates,Middle East,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,10.100000381469727,10.100000381469727,3.309999942779541
Japan,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,25.649999618530273,21.799999237060547,3.319999933242798
Mozambique,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,6.769999980926514,6.769999980926514,3.319999933242798
Gabon,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,8.449999809265137,8.449999809265137,3.319999933242798
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,50.15999984741211,50.15999984741211,3.319999933242798
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,40.7400016784668,40.7400016784668,3.319999933242798
Angola,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,9.069999694824219,9.069999694824219,3.319999933242798
Cameroon,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.5699999928474426,0.5699999928474426,3.319999933242798
Congo,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.75,0.75,3.319999933242798
Chad,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,7.940000057220459,7.940000057220459,3.319999933242798
Gabon,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.36000001430511475,0.36000001430511475,3.319999933242798
Congo,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,1.8799999952316284,1.8799999952316284,3.319999933242798
Japan,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.1899999976158142,0.1599999964237213,3.319999933242798
South Sudan,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,59.31999969482422,59.31999969482422,3.319999933242798
Sudan,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,7.739999771118164,7.739999771118164,3.319999933242798
Angola,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,1.899999976158142,1.899999976158142,3.319999933242798
OASEAN9,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with electric motor,0.46000000834465027,0.46000000834465027,3.319999933242798
Libya,Africa,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,14.100000381469727,11.989999771118164,3.3299999237060547
Qatar,Middle East,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,6.869999885559082,6.869999885559082,3.3299999237060547
Egypt,Africa,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,11.079999923706055,9.420000076293945,3.3299999237060547
Tunisia,Africa,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.38999998569488525,0.33000001311302185,3.3299999237060547
Libya,Africa,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.949999988079071,0.8100000023841858,3.3299999237060547
Tunisia,Africa,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.05000000074505806,0.05000000074505806,3.3299999237060547
Egypt,Africa,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,1.1200000047683716,0.949999988079071,3.3299999237060547
Congo,Africa,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.46000000834465027,0.46000000834465027,3.3399999141693115
Denmark,Europe,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.3199999928474426,0.3199999928474426,3.3399999141693115
Angola,Africa,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,34.470001220703125,34.470001220703125,3.3399999141693115
United Kingdom,Europe,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.029999999329447746,0.029999999329447746,3.380000114440918
United Kingdom,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,3.380000114440918
United Kingdom,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,3.380000114440918
Yemen,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0.019999999552965164,0.019999999552965164,3.390000104904175
Iran,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,8.880000114440918,8.880000114440918,3.390000104904175
Iraq,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,1.7999999523162842,1.7999999523162842,3.390000104904175
Italy,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.3400000035762787,0.28999999165534973,3.390000104904175
Syria,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0.7099999785423279,0.7099999785423279,3.390000104904175
Saudi Arabia,Middle East,Gas,Unconventional gas,Upstream,Vented,Install plunger,0.14000000059604645,0.14000000059604645,3.390000104904175
Saudi Arabia,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,1.2100000381469727,1.2100000381469727,3.390000104904175
Bahrain,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0.6600000262260437,0.6600000262260437,3.390000104904175
United Arab Emirates,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,1.190000057220459,1.190000057220459,3.390000104904175
Cameroon,Africa,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.3700000047683716,0.3700000047683716,3.390000104904175
Italy,Europe,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.17000000178813934,0.14000000059604645,3.390000104904175
Kuwait,Middle East,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0.7099999785423279,0.7099999785423279,3.390000104904175
